index,Country,SubRegion,latitude,longitude,total_ocas
2687,Hungary,CEE,47.46749115,19.04428291,5
2688,Hungary,CEE,47.49324417,19.10232735,9
2689,Hungary,CEE,47.49791336,19.04023552,2
2690,Hungary,CEE,47.51981354,19.06276321,4
2691,Hungary,CEE,47.56744766,19.08028793,6
2692,Iceland,Nordics,64.08053589,-21.9364357,2
2693,Iceland,Nordics,64.10320282,-21.82745743,2
2694,Iceland,Nordics,64.13310242,-21.87681961,1
2695,Iceland,Nordics,64.13441467,-21.87536621,2
2696,Iceland,Nordics,64.13672638,-21.87939262,1
2697,Iceland,Nordics,64.13674164,-21.87939835,2
2698,Iceland,Nordics,64.13880158,-21.8904438,2
2699,Iceland,Nordics,64.13894653,-21.95869255,2
2700,Iceland,Nordics,64.14769745,-21.94206047,1
2701,Iceland,Nordics,66.07463074,-23.12156868,1
2702,India,India,9.932347298,78.13834381,1
2703,India,India,9.962852478,76.28751373,1
2704,India,India,9.962940216,76.30078888,1
2705,India,India,9.963189125,76.29327393,2
2706,India,India,9.969670296,76.29180908,2
2707,India,India,9.969698906,76.28881073,1
2708,India,India,9.970531464,76.29951477,1
2709,India,India,9.971140862,76.29888153,2
2710,India,India,9.993228912,76.31127167,3
2711,India,India,10.11569977,76.4822464,1
2712,India,India,10.41693592,76.26075745,2
2713,India,India,10.68637848,77.00598145,2
2714,India,India,11.0142498,76.96128082,2
2715,India,India,11.02153492,76.97820282,1
2716,India,India,11.04870701,76.98770142,1
2717,India,India,11.26894569,75.77643585,2
2718,India,India,11.67029381,78.13253021,1
2719,India,India,12.32202053,76.63230896,1
2720,India,India,12.82601452,80.21934509,2
2721,India,India,12.83576584,80.22267914,4
2722,India,India,12.89408493,74.8736496,1
2723,India,India,12.92083263,77.61317444,2
2724,India,India,12.93064976,77.61027527,1
2725,India,India,12.95774078,74.82371521,2
2726,India,India,12.95842266,79.14383698,1
2727,India,India,12.95877171,77.58660889,2
2728,India,India,12.95911121,77.64705658,2
2729,India,India,12.97376728,77.61568451,2
2730,India,India,12.9797039,77.72557068,8
2731,India,India,12.98036575,77.72475433,2
2732,India,India,12.98289394,77.75170898,6
2733,India,India,12.98295212,77.6135788,3
2734,India,India,12.98379707,77.58135986,6
2735,India,India,12.99067307,77.59819031,2
2736,India,India,12.99071693,77.58974457,2
2737,India,India,12.99262142,77.66720581,2
2738,India,India,13.00265026,77.62094116,2
2739,India,India,13.01611614,77.63624573,2
2740,India,India,13.02293968,77.58483124,2
2741,India,India,13.02524853,80.27262878,1
2742,India,India,13.03622246,80.26882172,2
2743,India,India,13.03734207,80.27829742,6
2744,India,India,13.04167938,80.24436951,3
2745,India,India,13.05144024,77.57498932,2
2746,India,India,13.05303288,80.24312592,2
2747,India,India,13.06835079,80.27886963,27
2748,India,India,13.07293129,80.24860382,1
2749,India,India,13.21670246,79.09796143,1
2750,India,India,13.3322382,74.74841309,1
2751,India,India,14.45125675,79.98480988,2
2752,India,India,15.27310085,73.95579529,1
2753,India,India,15.52743912,73.82640076,2
2754,India,India,16.50166893,80.64281464,2
2755,India,India,16.50804901,80.64180756,2
2756,India,India,16.50896263,80.62243652,2
2757,India,India,16.51808929,80.62544251,2
2758,India,India,17.00823975,81.78069305,1
2759,India,India,17.33403015,78.57246399,2
2760,India,India,17.38759804,78.5515976,3
2761,India,India,17.39733887,78.55325317,2
2762,India,India,17.40638161,78.46544647,2
2763,India,India,17.40667343,78.47776794,2
2764,India,India,17.41348648,78.44799805,6
2765,India,India,17.42803764,78.43338013,2
2766,India,India,17.43602753,78.45630646,2
2767,India,India,17.43736839,78.38062286,3
2768,India,India,17.43746185,78.44828796,2
2769,India,India,17.44158363,78.37773132,2
2770,India,India,17.4428997,78.47052002,1
2771,India,India,17.44346428,78.37719727,4
2772,India,India,17.72087097,83.33151245,2
2773,India,India,17.72506332,83.31455994,1
2774,India,India,17.72705078,83.30615234,1
2775,India,India,17.72931099,83.29359436,2
2776,India,India,18.49962235,73.86206818,1
2777,India,India,18.5043869,73.8547287,2
2778,India,India,18.51382256,73.84801483,2
2779,India,India,18.51888466,73.84436035,2
2780,India,India,18.52891541,73.85279846,3
2781,India,India,18.53321457,73.84706116,2
2782,India,India,18.53620911,73.8939743,2
2783,India,India,18.54900169,73.9405365,3
2784,India,India,18.57888985,73.73715973,2
2785,India,India,18.60260963,73.75222778,2
2786,India,India,18.64933395,73.79043579,1
2787,India,India,18.65463829,73.78083801,2
2788,India,India,18.93400383,72.83078003,3
2789,India,India,19.00388527,72.82745361,2
2790,India,India,19.00927353,72.83316803,1
2791,India,India,19.0213356,72.83408356,2
2792,India,India,19.03445244,72.94236755,2
2793,India,India,19.03528976,72.86495972,2
2794,India,India,19.04611969,72.86885071,2
2795,India,India,19.07546234,72.90309143,2
2796,India,India,19.07974434,72.90613556,1
2797,India,India,19.0904007,73.01760101,2
2798,India,India,19.10547829,72.88104248,3
2799,India,India,19.10598183,72.88066864,2
2800,India,India,19.10848618,72.92628479,4
2801,India,India,19.11097336,73.01574707,1
2802,India,India,19.1123867,72.88414764,2
2803,India,India,19.11390686,72.89274597,40
2804,India,India,19.11959457,72.87078095,3
2805,India,India,19.11964417,72.86317444,2
2806,India,India,19.11964989,72.86339569,2
2807,India,India,19.12427521,73.00533295,8
2808,India,India,19.12909126,72.8155365,2
2809,India,India,19.14466095,72.93796539,2
2810,India,India,19.14687157,72.83067322,2
2811,India,India,19.14734268,73.01385498,2
2812,India,India,19.16803742,72.84864044,3
2813,India,India,19.17556763,72.8457489,2
2814,India,India,19.18061447,72.83317566,4
2815,India,India,19.18766213,72.96312714,2
2816,India,India,19.21543694,73.0900116,2
2817,India,India,19.22300911,72.96393585,2
2818,India,India,19.2369442,72.86598206,1
2819,India,India,19.38113976,72.82809448,2
2820,India,India,20.34301758,85.81629944,1
2821,India,India,21.08677101,79.08927918,4
2822,India,India,21.13666153,79.07855988,1
2823,India,India,21.1423626,79.05638886,1
2824,India,India,21.15875244,72.77093506,2
2825,India,India,21.18127823,72.8191452,1
2826,India,India,21.184412,72.83280945,2
2827,India,India,21.19072914,72.79771423,2
2828,India,India,22.28654289,70.80147553,2
2829,India,India,22.29820633,73.16526794,2
2830,India,India,22.31848145,73.1706543,2
2831,India,India,22.54724503,88.34912109,2
2832,India,India,22.55754662,88.37241364,2
2833,India,India,22.56883621,88.43131256,3
2834,India,India,22.57108498,88.34892273,2
2835,India,India,22.57135391,88.34625244,1
2836,India,India,22.57174873,88.43315888,4
2837,India,India,22.57176399,88.43585968,2
2838,India,India,22.57260132,88.43738556,1
2839,India,India,22.58169556,88.43041229,2
2840,India,India,22.58826828,88.3931427,1
2841,India,India,22.59427834,88.3964386,2
2842,India,India,22.59436989,88.39674377,1
2843,India,India,22.73824692,75.89279175,2
2844,India,India,23.0019989,72.61716461,2
2845,India,India,23.02654457,72.50863648,2
2846,India,India,23.03866005,72.51185608,4
2847,India,India,23.03975868,72.50824738,2
2848,India,India,23.25066948,77.4348526,3
2849,India,India,23.51272583,87.34590149,1
2850,India,India,25.35917282,82.94874573,2
2851,India,India,25.60655022,85.06643677,2
2852,India,India,25.61240768,85.13430786,2
2853,India,India,25.6327877,85.10254669,2
2854,India,India,26.13352966,91.80449677,1
2855,India,India,26.17749786,72.92616272,2
2856,India,India,26.1859684,91.74536133,2
2857,India,India,26.46578598,80.36006165,2
2858,India,India,26.72821045,88.43077087,1
2859,India,India,26.82894516,75.80561829,2
2860,India,India,26.83154488,80.94352722,1
2861,India,India,26.83366394,75.77838135,2
2862,India,India,26.84942055,80.95062256,2
2863,India,India,26.85412216,80.94234467,1
2864,India,India,26.8712616,80.99840546,3
2865,India,India,26.89890099,75.75680542,1
2866,India,India,26.90947342,75.75286102,2
2867,India,India,26.91953659,75.79853058,2
2868,India,India,26.98541451,75.77971649,2
2869,India,India,28.34679222,77.33248138,1
2870,India,India,28.37383461,76.89697266,9
2871,India,India,28.4314518,77.29608154,1
2872,India,India,28.46764946,77.037323,1
2873,India,India,28.47167778,77.10200501,2
2874,India,India,28.513834,77.37242889,8
2875,India,India,28.52516365,77.29095459,2
2876,India,India,28.53841782,77.28997803,2
2877,India,India,28.54291344,77.24034882,7
2878,India,India,28.55072784,77.26862335,2
2879,India,India,28.55118561,77.26694489,2
2880,India,India,28.56058884,77.19812012,2
2881,India,India,28.56130981,77.15323639,2
2882,India,India,28.56563187,77.19978333,2
2883,India,India,28.56747437,77.18776703,2
2884,India,India,28.56957054,77.31620026,2
2885,India,India,28.57206535,77.33771515,2
2886,India,India,28.5863514,77.33631134,6
2887,India,India,28.5877018,77.30492401,1
2888,India,India,28.59745407,77.04945374,1
2889,India,India,28.62096787,77.38117218,2
2890,India,India,28.6248436,77.37615204,2
2891,India,India,28.62535667,77.21972656,2
2892,India,India,28.6265831,77.20906067,1
2893,India,India,28.62781715,77.21895599,2
2894,India,India,28.62848663,77.17491913,2
2895,India,India,28.63019753,77.06809235,6
2896,India,India,28.63097382,77.20791626,2
2897,India,India,28.63877296,77.1198349,1
2898,India,India,28.64119148,77.27781677,3
2899,India,India,28.64123154,77.07090759,2
2900,India,India,28.65133095,77.18743897,1
2901,India,India,28.68034554,76.94543457,1
2902,India,India,28.70445061,77.04922485,1
2903,India,India,28.71029472,77.17524719,2
2904,India,India,28.83864784,78.77333069,2
2905,India,India,28.8878479,76.60969544,1
2906,India,India,30.21303558,74.94441986,1
2907,India,India,30.3006134,76.96718597,2
2908,India,India,30.7127285,76.69451904,3
2909,India,India,30.71394157,76.69612885,3
2910,India,India,30.74261475,76.78314972,1
2911,India,India,30.88553238,75.89447022,2
2912,India,India,30.88702393,75.79125214,4
2913,Indonesia,SEA,-8.707775116,115.1796799,2
2914,Indonesia,SEA,-8.700046539,115.1828156,2
2915,Indonesia,SEA,-8.680544853,115.2019119,1
2916,Indonesia,SEA,-8.664082527,115.1672745,2
2917,Indonesia,SEA,-8.640048981,115.1910706,2
2918,Indonesia,SEA,-7.938149452,112.6219406,2
2919,Indonesia,SEA,-7.778944969,110.3946991,2
2920,Indonesia,SEA,-7.321209908,112.744812,2
2921,Indonesia,SEA,-7.273042202,112.7428284,1
2922,Indonesia,SEA,-7.269327164,112.7453079,2
2923,Indonesia,SEA,-7.232164383,112.7342529,4
2924,Indonesia,SEA,-6.985665321,110.4212494,2
2925,Indonesia,SEA,-6.984864235,110.4111328,1
2926,Indonesia,SEA,-6.914316177,107.5947495,2
2927,Indonesia,SEA,-6.885457039,107.5951309,2
2928,Indonesia,SEA,-6.59221077,106.8048172,2
2929,Indonesia,SEA,-6.572619915,106.8016434,2
2930,Indonesia,SEA,-6.470388889,106.8612976,2
2931,Indonesia,SEA,-6.401597977,106.8188934,1
2932,Indonesia,SEA,-6.369112492,106.9567108,2
2933,Indonesia,SEA,-6.296833992,106.6706772,2
2934,Indonesia,SEA,-6.288925171,106.7941055,2
2935,Indonesia,SEA,-6.281001091,106.6624298,2
2936,Indonesia,SEA,-6.280373096,106.9315643,2
2937,Indonesia,SEA,-6.253328323,106.8326035,2
2938,Indonesia,SEA,-6.240523815,106.9935684,2
2939,Indonesia,SEA,-6.238810062,106.8242035,2
2940,Indonesia,SEA,-6.237793922,106.8235092,5
2941,Indonesia,SEA,-6.234126091,106.8765411,6
2942,Indonesia,SEA,-6.234092712,106.8241882,3
2943,Indonesia,SEA,-6.232390881,106.8318481,2
2944,Indonesia,SEA,-6.229127884,106.5171509,6
2945,Indonesia,SEA,-6.226327896,106.8323593,2
2946,Indonesia,SEA,-6.225730896,106.5980835,3
2947,Indonesia,SEA,-6.224723816,106.9235229,2
2948,Indonesia,SEA,-6.224092007,106.6530151,2
2949,Indonesia,SEA,-6.213891506,106.8611526,2
2950,Indonesia,SEA,-6.208878994,106.8198242,2
2951,Indonesia,SEA,-6.203742981,106.8204956,2
2952,Indonesia,SEA,-6.184016705,106.8315582,2
2953,Indonesia,SEA,-6.175879002,106.8012238,2
2954,Indonesia,SEA,-6.162275791,106.8228226,2
2955,Indonesia,SEA,-5.16983223,119.4327621,2
2956,Indonesia,SEA,-5.134000778,119.4087982,2
2957,Indonesia,SEA,-3.329009533,114.6105576,2
2958,Indonesia,SEA,-3.325045824,114.5918274,2
2959,Indonesia,SEA,-2.969557285,104.7350159,2
2960,Indonesia,SEA,-2.94829607,104.7528381,2
2961,Indonesia,SEA,1.114686131,104.0525284,2
2962,Indonesia,SEA,1.123893619,103.9415741,2
2963,Indonesia,SEA,1.486434102,124.8453827,2
2964,Indonesia,SEA,1.50253582,124.91745,2
2965,Indonesia,SEA,3.560182571,98.67897034,2
2966,Indonesia,SEA,3.575032949,98.68267822,2
2967,Indonesia,SEA,3.60646677,98.6662674,2
2968,Iraq,Middle East,33.32928848,44.28919983,1
2969,Iraq,Middle East,35.55575943,45.43511963,2
2970,Iraq,Middle East,36.19007111,43.99303055,2
2971,Iraq,Middle East,36.2467804,44.02138519,1
2972,Ireland,UK/IE,51.90357971,-8.51239109,2
2973,Ireland,UK/IE,53.29362488,-6.200960636,4
2974,Ireland,UK/IE,53.31108093,-6.360160828,10
2975,Ireland,UK/IE,53.32829285,-6.384965897,36
2976,Ireland,UK/IE,53.3342514,-6.365538597,1
2977,Ireland,UK/IE,53.34325028,-6.289229393,4
2978,Ireland,UK/IE,53.34980393,-6.260309696,2
2979,Ireland,UK/IE,53.37305832,-6.362215996,8
2980,Ireland,UK/IE,53.40684891,-6.372550011,2
2981,Ireland,UK/IE,53.41197586,-6.351593971,2
2982,Ireland,UK/IE,54.00347519,-6.397199631,2
2983,Isle of Man,UK/IE,54.15091705,-4.483632088,1
2984,Israel,Middle East,31.90925407,34.80593872,2
2985,Israel,Middle East,31.93064499,34.80796433,2
2986,Israel,Middle East,31.93348885,34.88379669,2
2987,Israel,Middle East,32.02309799,34.86068344,4
2988,Israel,Middle East,32.08469009,34.85847473,2
2989,Israel,Middle East,32.08493805,34.85865021,7
2990,Israel,Middle East,32.08502197,34.85705948,2
2991,Israel,Middle East,32.08781052,34.86861801,2
2992,Israel,Middle East,32.08866501,34.85686493,4
2993,Israel,Middle East,32.0892334,34.85848236,3
2994,Israel,Middle East,32.0905571,34.85798645,3
2995,Israel,Middle East,32.09676743,34.90843582,9
2996,Israel,Middle East,32.10400391,34.87581635,9
2997,Israel,Middle East,32.10819626,34.96921158,4
2998,Israel,Middle East,32.10885239,34.96875,2
2999,Israel,Middle East,32.28974915,34.86252976,4
3000,Israel,Middle East,32.77095032,34.96648789,2
3001,Israel,Middle East,32.78371811,34.96089554,2
3002,Israel,Middle East,32.78865051,34.959095,4
3003,Israel,Middle East,32.79642487,34.96704483,3
3004,Italy,Italy,37.44974136,15.0450201,2
3005,Italy,Italy,37.51607132,15.07828522,3
3006,Italy,Italy,38.15946579,13.31672859,3
3007,Italy,Italy,38.16072846,13.31524086,2
3008,Italy,Italy,38.16116715,13.3153801,6
3009,Italy,Italy,38.1639328,13.31275845,2
3010,Italy,Italy,38.16540146,13.30905438,2
3011,Italy,Italy,38.92322922,16.58402062,2
3012,Italy,Italy,39.22782898,9.069722176,2
3013,Italy,Italy,39.23928452,9.12231636,2
3014,Italy,Italy,39.26652145,9.175585747,2
3015,Italy,Italy,40.44304276,15.00831986,1
3016,Italy,Italy,40.49072266,17.22983933,2
3017,Italy,Italy,40.83269501,14.2460556,4
3018,Italy,Italy,40.83511734,14.10655308,4
3019,Italy,Italy,40.84665299,14.28734684,2
3020,Italy,Italy,40.85773468,14.28394413,2
3021,Italy,Italy,40.89697647,14.29501724,2
3022,Italy,Italy,40.90558624,14.26550865,4
3023,Italy,Italy,40.92633438,14.51841545,5
3024,Italy,Italy,40.92967987,14.48588944,2
3025,Italy,Italy,41.10910416,16.82195473,4
3026,Italy,Italy,41.11075211,16.81977272,2
3027,Italy,Italy,41.11570358,16.80480003,2
3028,Italy,Italy,41.12236786,16.87512207,2
3029,Italy,Italy,41.12750626,16.84642983,2
3030,Italy,Italy,41.15267563,16.40590859,2
3031,Italy,Italy,41.58714294,14.67326737,2
3032,Italy,Italy,41.80056381,12.48826695,2
3033,Italy,Italy,41.80093002,12.48214436,2
3034,Italy,Italy,41.80112839,12.48766136,6
3035,Italy,Italy,41.80554581,12.33648872,1
3036,Italy,Italy,41.81661606,12.49019146,2
3037,Italy,Italy,41.83140945,12.43411827,4
3038,Italy,Italy,41.8335228,12.41662216,4
3039,Italy,Italy,41.85958862,12.58764076,2
3040,Italy,Italy,41.88043594,12.52710152,2
3041,Italy,Italy,41.89057159,12.38203239,1
3042,Italy,Italy,41.89157105,12.38262749,1
3043,Italy,Italy,41.89797592,12.60947132,2
3044,Italy,Italy,41.89897156,12.51185036,33
3045,Italy,Italy,41.90789032,12.58792019,2
3046,Italy,Italy,41.92251205,12.53160477,1
3047,Italy,Italy,41.9457283,12.50550175,4
3048,Italy,Italy,41.96199036,12.46155834,7
3049,Italy,Italy,42.41125107,14.17152596,2
3050,Italy,Italy,42.46478653,14.18299675,2
3051,Italy,Italy,43.11329651,12.37937927,2
3052,Italy,Italy,43.5693512,13.5121603,2
3053,Italy,Italy,43.59817123,13.50901985,2
3054,Italy,Italy,43.72363281,10.40517521,3
3055,Italy,Italy,43.78928375,11.26636314,4
3056,Italy,Italy,43.79091263,11.24211311,2
3057,Italy,Italy,43.79565048,11.1958704,4
3058,Italy,Italy,43.84530258,11.14388466,2
3059,Italy,Italy,43.84819794,11.14383221,2
3060,Italy,Italy,44.06399155,12.5713644,2
3061,Italy,Italy,44.30294037,8.471311569,2
3062,Italy,Italy,44.42857742,8.920807838,2
3063,Italy,Italy,44.46144486,8.897034645,2
3064,Italy,Italy,44.49695206,11.43167114,4
3065,Italy,Italy,44.50141144,11.34779549,2
3066,Italy,Italy,44.50240326,11.43521214,2
3067,Italy,Italy,44.50403976,11.38727856,4
3068,Italy,Italy,44.50442886,11.43451977,2
3069,Italy,Italy,44.5107193,11.44062996,4
3070,Italy,Italy,44.51581574,11.36284638,4
3071,Italy,Italy,44.51800919,11.35854721,2
3072,Italy,Italy,44.64646149,10.92846489,3
3073,Italy,Italy,44.91041184,8.618948936,2
3074,Italy,Italy,45.04760361,7.589204311,4
3075,Italy,Italy,45.05296707,7.675011158,2
3076,Italy,Italy,45.06132889,7.639164448,4
3077,Italy,Italy,45.0703392,7.686863899,2
3078,Italy,Italy,45.09061432,7.658882618,4
3079,Italy,Italy,45.0906868,7.660825253,4
3080,Italy,Italy,45.10208893,7.765355587,2
3081,Italy,Italy,45.38063812,11.96375942,2
3082,Italy,Italy,45.39534378,11.9454174,2
3083,Italy,Italy,45.40867615,11.93139839,4
3084,Italy,Italy,45.41013718,11.90789986,3
3085,Italy,Italy,45.41252899,9.089984894,2
3086,Italy,Italy,45.42118454,9.259994507,2
3087,Italy,Italy,45.42232132,12.17324066,2
3088,Italy,Italy,45.42736816,10.99750805,2
3089,Italy,Italy,45.43461227,11.0478344,2
3090,Italy,Italy,45.44015122,9.209384918,2
3091,Italy,Italy,45.44586182,9.117695808,2
3092,Italy,Italy,45.44661713,9.118805885,4
3093,Italy,Italy,45.44670487,9.118333817,2
3094,Italy,Italy,45.44701004,9.1137743,4
3095,Italy,Italy,45.44809723,9.117909431,2
3096,Italy,Italy,45.4633522,9.24114418,2
3097,Italy,Italy,45.47637558,9.104372025,69
3098,Italy,Italy,45.47678757,9.073870659,4
3099,Italy,Italy,45.47747803,9.101196289,1
3100,Italy,Italy,45.48109436,12.24698448,3
3101,Italy,Italy,45.48175812,9.086772919,4
3102,Italy,Italy,45.48324585,9.197039604,3
3103,Italy,Italy,45.48666,9.056741714,3
3104,Italy,Italy,45.49015045,9.329058647,2
3105,Italy,Italy,45.49088287,9.160872459,4
3106,Italy,Italy,45.49124908,9.152807236,5
3107,Italy,Italy,45.49516678,11.43039703,1
3108,Italy,Italy,45.50088882,9.196697235,1
3109,Italy,Italy,45.50593185,9.34871006,5
3110,Italy,Italy,45.50831223,10.16296864,2
3111,Italy,Italy,45.52703095,10.21244717,3
3112,Italy,Italy,45.53132248,9.221344948,4
3113,Italy,Italy,45.53993225,11.51015949,1
3114,Italy,Italy,45.57753372,10.23046684,1
3115,Italy,Italy,45.63696289,8.829370499,3
3116,Italy,Italy,45.6491127,13.77914429,2
3117,Italy,Italy,45.67367554,9.677436829,2
3118,Italy,Italy,45.67737579,9.67229557,2
3119,Italy,Italy,45.80770874,9.090452194,2
3120,Italy,Italy,46.49084473,11.33349705,2
3121,Jamaica,Latin America - Other,12.01514149,-61.75413132,6
3122,Jamaica,Latin America - Other,17.96377182,-76.79412842,3
3123,Jamaica,Latin America - Other,17.98329926,-76.80000305,6
3124,Japan,Japan,26.21359444,127.6519699,2
3125,Japan,Japan,26.32951546,127.7505875,2
3126,Japan,Japan,31.58435249,130.5444946,2
3127,Japan,Japan,31.72801971,131.0644379,2
3128,Japan,Japan,31.93174362,131.4117279,2
3129,Japan,Japan,33.5555191,130.4287109,3
3130,Japan,Japan,33.60274124,130.4605408,3
3131,Japan,Japan,33.82132721,132.7777252,2
3132,Japan,Japan,33.84048462,132.7581024,2
3133,Japan,Japan,34.14438629,132.231308,1
3134,Japan,Japan,34.27438355,133.7906342,3
3135,Japan,Japan,34.3427887,134.0465698,2
3136,Japan,Japan,34.39150238,132.4531555,1
3137,Japan,Japan,34.39297867,132.4482117,2
3138,Japan,Japan,34.56549835,136.5523834,2
3139,Japan,Japan,34.58115768,133.7358093,2
3140,Japan,Japan,34.69167709,135.7097931,1
3141,Japan,Japan,34.69536209,135.4911041,35
3142,Japan,Japan,34.6968689,135.4962921,2
3143,Japan,Japan,34.71403503,135.3755493,6
3144,Japan,Japan,34.75771713,136.145813,2
3145,Japan,Japan,34.82365799,134.6906433,2
3146,Japan,Japan,34.9648819,136.6293793,2
3147,Japan,Japan,34.97167969,137.0327606,2
3148,Japan,Japan,35.10822678,137.1521606,2
3149,Japan,Japan,35.11598587,137.0230408,2
3150,Japan,Japan,35.14004898,136.9313202,1
3151,Japan,Japan,35.16491318,136.9113617,2
3152,Japan,Japan,35.29529572,139.6719971,1
3153,Japan,Japan,35.32950974,139.3507385,2
3154,Japan,Japan,35.55144119,139.5413666,1
3155,Japan,Japan,35.62406921,139.6822662,1
3156,Japan,Japan,35.65329742,139.6986389,22
3157,Japan,Japan,35.67689896,139.7858734,1
3158,Japan,Japan,35.68709946,139.7645721,2
3159,Japan,Japan,35.68828964,139.7659302,1
3160,Japan,Japan,35.6884613,139.7661438,71
3161,Japan,Japan,35.78395081,139.3151093,2
3162,Japan,Japan,35.90345383,136.1708984,2
3163,Japan,Japan,36.36243057,139.7556458,2
3164,Japan,Japan,36.56493759,136.653244,2
3165,Japan,Japan,36.69687271,137.2167511,2
3166,Japan,Japan,36.70864487,137.0725708,2
3167,Japan,Japan,37.45343399,138.8615112,2
3168,Japan,Japan,37.87962723,139.0150299,1
3169,Japan,Japan,37.93082047,140.1174164,1
3170,Japan,Japan,39.72116089,140.0907898,2
3171,Japan,Japan,41.83820725,140.7322693,1
3172,Jersey,UK/IE,49.19080734,-2.200957298,2
3173,Jersey,UK/IE,49.19758606,-2.128923416,2
3174,Jersey,UK/IE,49.20569611,-2.132459164,1
3175,Jordan,Middle East,31.95093918,35.91989517,4
3176,Jordan,Middle East,31.95394898,35.9106369,2
3177,Jordan,Middle East,31.95657921,35.94569397,1
3178,Jordan,Middle East,31.96300507,35.84484863,3
3179,Jordan,Middle East,31.96425629,35.90076447,1
3180,Kazakhstan,CEE,43.22201538,76.8512497,1
3181,Kazakhstan,CEE,52.26659012,76.95501709,2
3182,Kenya,Africa,-4.051575184,39.66662216,1
3183,Kenya,Africa,-4.043477058,39.66820526,2
3184,Kenya,Africa,-4.02410841,39.68025971,3
3185,Kenya,Africa,-1.457724452,36.97850418,2
3186,Kenya,Africa,-1.392234445,36.94067001,1
3187,Kenya,Africa,-1.340139985,36.89653397,1
3188,Kenya,Africa,-1.329874873,36.86751556,2
3189,Kenya,Africa,-1.325009108,36.8489151,1
3190,Kenya,Africa,-1.296066761,36.87179565,1
3191,Kenya,Africa,-1.290205121,36.76832581,3
3192,Kenya,Africa,-1.290173054,36.80529022,2
3193,Kenya,Africa,-1.289490938,36.78701782,2
3194,Kenya,Africa,-1.286249995,36.82690048,2
3195,Kenya,Africa,-1.283051848,36.817276,3
3196,Kenya,Africa,-1.277377129,36.82904816,2
3197,Kenya,Africa,-1.273372293,36.84812927,2
3198,Kenya,Africa,-1.272990823,36.81119156,1
3199,Kenya,Africa,-1.267526627,36.80991745,1
3200,Kenya,Africa,-1.267500043,36.81202316,1
3201,Kenya,Africa,-1.264998317,36.80490875,2
3202,Kenya,Africa,-1.256171346,36.79189682,4
3203,Kenya,Africa,-1.228141427,36.80541229,17
3204,Kenya,Africa,-0.275549591,36.08348465,2
3205,Kosovo,CEE,42.64758682,21.11678124,2
3206,Kosovo,CEE,42.65855789,21.1560173,2
3207,Kosovo,CEE,42.66291428,21.16550255,4
3208,Kuwait,Middle East,29.03441429,48.09656143,3
3209,Kuwait,Middle East,29.08142662,48.10516739,1
3210,Kuwait,Middle East,29.33888817,47.96177292,1
3211,Kuwait,Middle East,29.338974,47.96173859,2
3212,Kuwait,Middle East,29.34384155,47.94446182,6
3213,Kuwait,Middle East,29.37043762,47.97307968,3
3214,Kuwait,Middle East,29.37256622,47.974617,2
3215,Kuwait,Middle East,29.37585831,47.97740555,3
3216,Kuwait,Middle East,29.38951492,47.99843979,1
3217,Latvia,CEE,56.92396164,24.137043,2
3218,Latvia,CEE,56.94837189,24.20106125,3
3219,Latvia,CEE,56.95273972,24.12974739,2
3220,Latvia,CEE,56.96860123,24.15128517,4
3221,Lebanon,Middle East,33.55773926,35.36981964,1
3222,Lebanon,Middle East,33.86598206,35.51753998,1
3223,Lebanon,Middle East,33.87473679,35.53171921,1
3224,Lebanon,Middle East,33.87796783,35.53995514,1
3225,Lebanon,Middle East,33.88156128,35.49540329,1
3226,Lebanon,Middle East,33.89189911,35.56304169,1
3227,Lebanon,Middle East,33.89303207,35.51105499,2
3228,Lebanon,Middle East,33.8937912,35.50177765,3
3229,Lebanon,Middle East,33.89537811,35.56813049,1
3230,Lebanon,Middle East,33.89668655,35.50310516,1
3231,Lebanon,Middle East,33.89894486,35.47340012,2
3232,Lebanon,Middle East,33.90258408,35.53271103,1
3233,Lebanon,Middle East,33.97520447,35.61423874,1
3234,Lebanon,Middle East,34.43199158,35.83380508,1
3235,Lebanon,Middle East,34.4345932,35.83616257,1
3236,Lithuania,CEE,54.67159271,25.25617981,2
3237,Lithuania,CEE,54.91132355,23.95785332,2
3238,Lithuania,CEE,54.91238022,23.90513039,2
3239,Luxembourg,Benelux,49.50455475,6.113818169,9
3240,Luxembourg,Benelux,49.50814819,6.102237225,2
3241,Luxembourg,Benelux,49.78832626,6.086778641,2
3242,Macao,Taiwan/HK,22.16225052,113.5775528,3
3243,Macedonia,CEE,41.99064255,21.44781494,3
3244,Macedonia,CEE,41.99585724,21.43279457,3
3245,Madagascar,Africa,-18.88080406,47.50845337,1
3246,Madagascar,Africa,-18.87919045,47.50790405,1
3247,Malaysia,SEA,1.501046658,110.3432236,2
3248,Malaysia,SEA,1.525354505,103.7478409,1
3249,Malaysia,SEA,2.192593813,102.2526398,4
3250,Malaysia,SEA,2.919309139,101.6666031,2
3251,Malaysia,SEA,2.925087929,101.6573792,4
3252,Malaysia,SEA,3.020698547,101.7000275,2
3253,Malaysia,SEA,3.057444096,101.7178726,4
3254,Malaysia,SEA,3.063368082,101.5681534,2
3255,Malaysia,SEA,3.065072775,101.5702744,4
3256,Malaysia,SEA,3.068687916,101.5703888,2
3257,Malaysia,SEA,3.083781004,101.5629196,2
3258,Malaysia,SEA,3.114786386,101.6425323,2
3259,Malaysia,SEA,3.136869907,101.6941223,4
